"categoryQuestion_or","answer"
"ଡୋରଷ୍ଟେପ୍ ବ୍ୟାଙ୍କିଙ୍ଗ୍ ସେବା ପାଇଁ କିପରି ପଞ୍ଜିକରଣ କରିବେ?","[""<p>ଡୋରଷ୍ଟେପ୍ ବ୍ୟାଙ୍କିଙ୍ଗ୍ ସେବା ପାଇଁ ପଞ୍ଜୀକରଣ ବର୍ତ୍ତମାନ କେବଳ ଆପଣଙ୍କ ବ୍ୟାଙ୍କର ହୋମ୍ ଶାଖାରେ ଉପଲବ୍ଧ | ଯୋଗାଯୋଗ କେନ୍ଦ୍ରର ବିକାଶ ସମାପ୍ତ ନହେବା ପର୍ଯ୍ୟନ୍ତ ଦୟାକରି ଏହି ସେବାଗୁଡିକ ପାଇଁ କେବଳ ଆପଣଙ୍କର ହୋମ୍ ଶାଖା ମାଧ୍ୟମରେ ଅନୁରୋଧ କରନ୍ତୁ | <br> ମୋତେ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ନାମ ଜଣାନ୍ତୁ |</p>""]"
"ସର୍ବସାଧାରଣ ସ୍ଥାନରେ UPI କୁ କିପରି ସୁରକ୍ଷିତ ଭାବରେ ବ୍ୟବହାର କରିବେ?","[""<p>ଏହାକୁ ସର୍ବସାଧାରଣ ସ୍ଥାନରେ ରଖିବାବେଳେ ତୁମର ପିନ୍ ଲୁଚାଇବା ଉଚିତ ଏବଂ ତୁମର କାରବାର ରଖିବା ପାଇଁ ସର୍ବସାଧାରଣ ୱାଇ-ଫାଇ ବ୍ୟବହାର କରିବା ଠାରୁ ଦୂରେଇ ରହିବା ଉଚିତ |</p>""]"
"ମୁଁ DBT ପାଇଁ କେଉଁ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟକୁ ଲିଙ୍କ୍ କରିଛି ମୁଁ କିପରି ଜାଣିବି?","[""<p>UIDAI ୱେବସାଇଟ୍ (<a href = 'https // uidai.gov.in) ରେ ଆପଣ ଆପଣଙ୍କର DBT ଲିଙ୍କ୍ ହୋଇଥିବା ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ୍ର ବ୍ୟାଙ୍କ ନାମ ଯାଞ୍ଚ କରିପାରିବେ |' target = '_ blank'> uidai.gov.in </a> ଦୟାକରି ଏହି ସରଳ ପଦକ୍ଷେପଗୁଡ଼ିକୁ ଅନୁସରଣ କରନ୍ତୁ UIDAI ୱେବସାଇଟ୍ ପରିଦର୍ଶନ କରନ୍ତୁ 'ଆଧାର ଯାଞ୍ଚ କରନ୍ତୁ ଏବଂ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ ଲିଙ୍କ୍ ସ୍ଥିତିକୁ ଯାଆନ୍ତୁ' DBT ପାଇଁ ଲିଙ୍କ୍ ହୋଇଥିବା ଆକାଉଣ୍ଟ୍ ବ୍ୟାଙ୍କ ନାମ OTP ବ୍ୟବହାର କରି ଆପଣଙ୍କର ଆଧାର ପ୍ରମାଣପତ୍ର ଯାଞ୍ଚ କରନ୍ତୁ |</p>""]"
"ମୋତେ DBT ପାଇଁ ମୋ ଆକାଉଣ୍ଟକୁ ଲିଙ୍କ୍ କରିବାକୁ ପଡିବ କାହିଁକି?","[""<p>ଆକାଉଣ୍ଟ ଖୋଲିବା ସମୟରେ, ଆପଣ DBT ସୁବିଧା ପାଇବା ପାଇଁ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ ବ୍ୟବହାର କରିବାକୁ ଇଚ୍ଛା ପ୍ରକାଶ କରିଥିଲେ | ଏଥିପାଇଁ, ଆମେ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟକୁ ଲିଙ୍କ୍ କରିବା ଆବଶ୍ୟକ ଯାହା ଦ୍ you ାରା ଆପଣ ଆପଣଙ୍କର DBT ସୁବିଧା ପାଇପାରିବେ |</p>""]"
"ମୋ ବ୍ୟାଙ୍କ ଦାବି କରୁଛି ଯେ ସେମାନେ ଆଧାର ନମ୍ବର ବିହନ ଦେଇଛନ୍ତି କିନ୍ତୁ UIDAI ୱେବସାଇଟରେ ଏହା ପ୍ରତିଫଳିତ ହେଉନାହିଁ |","[""<p>ବିହନ ପ୍ରକ୍ରିୟା ସଠିକ୍ ଭାବରେ କରା ନ ଗଲେ ଏହା ହୋଇପାରେ | ଏହିପରି କୌଣସି ସମସ୍ୟାର ସମାଧାନ ପାଇଁ ଆପଣ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ମାଧ୍ୟମରେ ଅଭିଯୋଗ ଉଠାଇ ପାରିବେ | ତୁମ ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ନାମ ମୋତେ ଜଣାନ୍ତୁ |</p>""]"
"ମୁଁ ମୋର ଆଧାର ବିହନକୁ ଗୋଟିଏ ବ୍ୟାଙ୍କରୁ ଅନ୍ୟ ବ୍ୟାଙ୍କକୁ ପରିବର୍ତ୍ତନ କରିପାରିବି କି?","[""<p>ହଁ, ଆପଣ ସମ୍ମତି ଫର୍ମ ଦାଖଲ କରି ଆଧାର ବିହନକୁ ଅନ୍ୟ ବ୍ୟାଙ୍କକୁ ପରିବର୍ତ୍ତନ କରିପାରିବେ | ବିଦ୍ୟମାନ ବ୍ୟାଙ୍କର ସବିଶେଷ ତଥ୍ୟ ପ୍ରଦାନ କରିବାକୁ ପଡିବ ଯେଉଁଥିରେ ଆଧାର ବର୍ତ୍ତମାନ ବିହନ ବୁଣାଯାଉଛି |</p>""]"
"ମୋର ଆଧାର ନମ୍ବର ଉପରେ ଆଧାର କରି ମୁଁ କିପରି DBT ପାଇବି |","[""<p>ଆଧାର ଆଧାରରେ DBT ପାଇବା ପାଇଁ, ତୁମ ବ୍ୟାଙ୍କ ପରିଦର୍ଶନ କରିବା ଏବଂ ଆଧାର ବିହନ ପାଇଁ ସମ୍ମତି ପତ୍ର ପ୍ରଦାନ କରିବା ଆବଶ୍ୟକ | ସମ୍ପୃକ୍ତ ପଦକ୍ଷେପଗୁଡ଼ିକ ନିମ୍ନରେ ଦିଆଯାଇଥିବା ପରି ଦିଆଯାଇଛି | ବ୍ୟାଙ୍କ ଗ୍ରାହକଙ୍କୁ ପ୍ରାମାଣିକରଣ କରିବ ଏବଂ ଆଧାର ନମ୍ବରକୁ ଆକାଉଣ୍ଟ ନମ୍ବର ସହିତ ଲିଙ୍କ କରିବ | 2. NPCI ମ୍ୟାପର୍ ରେ ଆଧାର ନମ୍ବର ବିହନ ହିତାଧିକାରୀ ସରକାରୀ ବିଭାଗ ସହିତ ଆଧାର ନମ୍ବରକୁ ମଧ୍ୟ ଅପଡେଟ୍ କରିବା ଉଚିତ୍ |</p>""]"
"ଆଦେଶ ବାତିଲ / ପ୍ରତ୍ୟାହାର ସତ୍ତ୍ୱେ ଯଦି ମୋ ଆକାଉଣ୍ଟରୁ ରାଶି ଡେବିଟ୍ ହୁଏ?","[""<p>ଏହିପରି କୌଣସି ସମସ୍ୟାର ସମାଧାନ ପାଇଁ ଆପଣ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ମାଧ୍ୟମରେ ଅଭିଯୋଗ ଉଠାଇ ପାରିବେ | ତୁମ ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ନାମ ମୋତେ ଜଣାନ୍ତୁ |</p>""]"
"କିଏ ଓପନ୍ ସିଷ୍ଟମ୍ PPI ପ୍ରଦାନ କରିପାରିବ ଏବଂ ଏହିପରି PPI ର ପ୍ରକାରଗୁଡିକ କ’ଣ?","[""<p>ଖୋଲା PPI ଗୁଡିକ କେବଳ ବ୍ୟାଙ୍କଗୁଡିକ ଦ୍ୱାରା ପ୍ରଦାନ କରାଯାଇପାରିବ ଯେଉଁମାନଙ୍କର ଏହିପରି PPI ପ୍ରଦାନ କରିବାକୁ ଆରବିଆଇ ଅନୁମୋଦନ ଅଛି | ସେଠାରେ କେବଳ ଏକ ପ୍ରକାରର ଖୋଲା ସିଷ୍ଟମ୍ PPI ଯଥା PPI balance 2,00,000 / - ପର୍ଯ୍ୟନ୍ତ ବାଲାନ୍ସ ଅଛି, ଯାହା PPI ଧାରକର ସମ୍ପୂର୍ଣ୍ଣ KYC ସମାପ୍ତ କରିବା ପରେ ପ୍ରଦାନ କରାଯାଇପାରିବ |</p>""]"
"DBT ସୁବିଧା ପାଇଁ ମୋର ଦୁଇଟି ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ ଲିଙ୍କ୍ ହୋଇପାରିବ କି?","[""<p>ନା, DBT ସୁବିଧା ପାଇବା ପାଇଁ ତୁମର କେବଳ ଗୋଟିଏ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ ଲିଙ୍କ୍ ହୋଇପାରିବ |</p>""]"
"DBT ପାଇଁ ମୋର ପୂର୍ବରୁ ଏକ ଆକାଉଣ୍ଟ୍ ଲିଙ୍କ୍ ଅଛି | ମୁଁ ଏହାକୁ ଅନ୍ୟ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟକୁ କିପରି ବଦଳାଇବି?","[""<p>DBT ପାଣ୍ଠି ଗ୍ରହଣ ପାଇଁ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟକୁ ପରିବର୍ତ୍ତନ କରିବାକୁ, ଦୟାକରି ସମ୍ପୃକ୍ତ ବ୍ୟାଙ୍କ ଶାଖା ପରିଦର୍ଶନ କରନ୍ତୁ ଏବଂ ଆପଣଙ୍କ ଆଧାରର ଏକ କପି ସହିତ ଆପଣଙ୍କ ବ୍ୟାଙ୍କ ଦ୍ୱାରା ପ୍ରଦାନ କରାଯାଇଥିବା ଆଦେଶ ଏବଂ ସମ୍ମତି ଫର୍ମ ଦାଖଲ କରନ୍ତୁ | ବିଭିନ୍ନ ବ୍ୟାଙ୍କ ଏବଂ ପୋଷ୍ଟ ଅଫିସ୍ ଦ୍ୱାରା ନିୟୋଜିତ ବ୍ୟାଙ୍କ ମିତ୍ରସ୍ / ବ୍ୟାଙ୍କ ସମ୍ବାଦଦାତା ଅଛନ୍ତି ଯେଉଁମାନେ ମାଇକ୍ରୋ-ଏଟିଏମ୍ ନାମକ ଏକ ହ୍ୟାଣ୍ଡହେଲ୍ଡ ଡିଭାଇସ୍ ବହନ କରନ୍ତି |</p>""]"
"ଆଧାର ନମ୍ବର ପାଇବାକୁ ମୁଁ କିପରି ଯିବି?","[""<p>ତୁମେ ନିକଟତମ ନାମଲେଖା ଏଜେନ୍ସିକୁ ଯିବା ଉଚିତ, ପରିଚୟ ଏବଂ ଠିକଣା ପ୍ରମାଣ ସହିତ ଉପଯୁକ୍ତ ଆବେଦନ ଫର୍ମରେ ଦାଖଲ କର | ନାମ ନମ୍ବର ନାମଲେଖା ପାଇଁ ଫଟୋଗ୍ରାଫ୍, ଫିଙ୍ଗର ପ୍ରିଣ୍ଟ୍ ଏବଂ ଆଇରିସ୍ ସ୍କାନ୍ ସହିତ ନାମଲେଖା ଏଜେନ୍ସି ତୁମର ଜନସଂଖ୍ୟା ବିବରଣୀ କ୍ୟାପଚର କରିବ |</p>""]"
"ମୋର ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ DBT ସହିତ ଲିଙ୍କ୍ ହୋଇଛି କି ନାହିଁ ମୁଁ କିପରି ଜାଣିବି?","[""<p>ଯଦି ଆପଣଙ୍କ ଦ୍ୱାରା ପ୍ରଦାନ କରାୟାଇଥିବା ବିବରଣୀ ସଠିକ ଅଟେ, ତେବେ ଆମେ ଆପଣଙ୍କ ଅନୁରୋଧକୁ 10-15 କାର୍ୟ୍ୟ ଦିବସ ମଧ୍ୟରେ ଏନପିସିଆଇର ନିଶ୍ଚିତତା ଅନୁସାରେ ପ୍ରକ୍ରିୟା କରିବୁ। ଆମେ ଆପଣଙ୍କର ପଞ୍ଜିକୃତ ଇମେଲ୍ ଏବଂ / କିମ୍ବା ମୋବାଇଲ୍ ନମ୍ବର ମାଧ୍ୟମରେ ଆପଣଙ୍କ ଅନୁରୋଧର ସ୍ଥିତିକୁ ସୂଚିତ କରିବୁ।</p>""]"
"INRF (ଇଣ୍ଡୋ-ନେପାଳ ରିମିଟାନ୍ସ ସୁବିଧା) ଯୋଜନାର ପ୍ରମୁଖ ବୈଶିଷ୍ଠ୍ୟ ଗୁଡିକ କ’ଣ? ମୁଁ INRF ଅଧୀନରେ କେତେ ଟଙ୍କା ରିମିଟ୍ କରିପାରିବି?","[""<p>ନେପାଳରେ ରହୁଥିବା ହିତାଧିକାରୀଙ୍କୁ ପ୍ରତି କାରବାରରେ u20b92 ଲକ୍ଷ ପର୍ଯ୍ୟନ୍ତ ଟଙ୍କା ପଠାଯାଇପାରିବ; ଯଦି ପ୍ରେରକ ଭାରତର ଯେ କୌଣସି NEFT ସକ୍ଷମ ବ୍ୟାଙ୍କ ଶାଖା ସହିତ ଆକାଉଣ୍ଟ ପରିଚାଳନା କରେ | ୱାଲ୍-ଇନ୍ / ଅଣ-ଗ୍ରାହକ ନେପାଳର ବାସିନ୍ଦା ହିତାଧିକାରୀଙ୍କୁ ପ୍ରତି କାରବାର ପାଇଁ u20b950,000 ପର୍ଯ୍ୟନ୍ତ ରିମିଟ୍ କରିପାରିବେ |</p>""]"
"ହିତାଧିକାରୀ ନେପାଳର ଏକ ବ୍ୟାଙ୍କ ଶାଖା ସହିତ ଏକ ଆକାଉଣ୍ଟ୍ ବଜାୟ ରଖିବା ଆବଶ୍ୟକ କରନ୍ତି କି?","[""<p>ନା, ଏହା ବାଧ୍ୟତାମୂଳକ ନୁହେଁ | ଯଦିଓ, ହିତାଧିକାରୀ ନେପାଳର ଏକ ବ୍ୟାଙ୍କ ଶାଖା ସହିତ ଏକ ଆକାଉଣ୍ଟ୍ ପରିଚାଳନା କରନ୍ତି, ଯେଉଁଥିରେ ୠଣ ମିଳିପାରିବ | ନେପାଳରେ, INRF ଯୋଜନା ନେପାଳ ଏସବିଆଇ ଲିମିଟେଡ୍ (NSBL) ଦ୍ୱାରା ପରିଚାଳିତ | ଯଦି ହିତାଧିକାରୀଙ୍କର NSBL ସହିତ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ ନଥାଏ କିମ୍ବା ନେପାଳର ଏକ ସ୍ଥାନୀୟ / ଅଞ୍ଚଳରେ ବାସ କରନ୍ତି, ତେବେ NSBL ବ୍ୟାଙ୍କ ଶାଖା ଦ୍ୱାରା ସେବା ଯୋଗାଇ ଦିଆଯାଇନଥାଏ, ତେବେ ନେପାଳର ଏକ ଟଙ୍କା ଟ୍ରାନ୍ସଫର କମ୍ପାନୀ (ପ୍ରଭାସ ମନି ଟ୍ରାନ୍ସଫର କୁହାଯାଏ) ସହିତ ଏକ ବ୍ୟବସ୍ଥା ହୋଇଛି | ହିତାଧିକାରୀଙ୍କୁ ନଗଦ (ନେପାଳୀ ଟଙ୍କା) ବିତରଣ ପାଇଁ ବ୍ୟବସ୍ଥା କରିବ |</p>""]"
"ମୁଁ କିପରି ଜାଣିବି ଯେ ମୁଁ ଏକ ସକ୍ରିୟ ଆଦେଶରୁ ଡେବିଟ୍ କରୁଛି?","[""<p>କର୍ପୋରେଟ୍ ଏବଂ ବ୍ୟାଙ୍କ ଆଗାମୀ ଡେବିଟ୍ ସମ୍ବନ୍ଧରେ SMS ମାଧ୍ୟମରେ ଆପଣଙ୍କୁ ଏକ ପୂର୍ବ ବିଜ୍ଞପ୍ତି ପଠାଇବ ଯେଉଁଠାରେ ଆପଣ ମାଣ୍ଡେଟ୍ ବିବରଣୀ ଯାଞ୍ଚ କରିପାରିବେ ଏବଂ ଆପଣଙ୍କ ଆକାଉଣ୍ଟରେ ଆବଶ୍ୟକ ବାଲାନ୍ସ ବଜାୟ ରଖିବାକୁ ନିଶ୍ଚିତ କରିପାରିବେ |</p>""]"
"ମୁଁ କିପରି ଜାଣିବି ଯେ DBT ପାଣ୍ଠି ମୋ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟକୁ ଆସିଛି?","[""<p>ଯେପର୍ୟ୍ୟନ୍ତ ଆପଣ ଡିବିଏସରୁ ଏସଏମଏସ ଏବଂ / କିମ୍ବା ଇମେଲ ଆଲର୍ଟ ପାଇବାରୁ ବଞ୍ଚି ନାହାନ୍ତି, ଆପଣ ଯେତେବେଳେ ଆପଣଙ୍କ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟରେ କ୍ରେଡିଟ୍ ପାଇବେ ସେତେବେଳେ ଆପଣଙ୍କୁ ବିଜ୍ଞପ୍ତି / ଆଲର୍ଟ ପ୍ରାପ୍ତ ହେବ। ଦୟାକରି ଧ୍ୟାନ ଦିଅନ୍ତୁ ଯେ ଭାରତ ସରକାର ଏବଂ ଏନପିସିଆଇ ଦ୍ୱାରା ନିର୍ଦ୍ଦେଶିତ ଆଧାର ନମ୍ବର ସହିତ ମ୍ୟାପ୍ ହୋଇଥିବା ଆକାଉଣ୍ଟକୁ ବ୍ୟାଙ୍କ୍ କ୍ରେଡିଟ୍ ପ୍ରକ୍ରିୟା କରିବ। କୌଣସି ପ୍ରକାର ବିଳମ୍ବ କିମ୍ବା ଅସଙ୍ଗତି ପାଇଁ ବ୍ୟାଙ୍କ ଦାୟୀ ରହିବ ନାହିଁ।</p>""]"
"ଏକ ଆଦେଶ ପଞ୍ଜୀକରଣ କରିବା ପରେ ମୋ ଆକାଉଣ୍ଟରୁ ରାଶି କିପରି ଡେବିଟ୍ ହୁଏ?","[""<p>କର୍ପୋରେଟ୍ ସେମାନଙ୍କ ବ୍ୟାଙ୍କ ମାଧ୍ୟମରେ NPCI କୁ ଡେବିଟ୍ ଅନୁରୋଧ ଉପସ୍ଥାପନ କରିବ, ଯାହା ପରବର୍ତ୍ତୀ ସମୟରେ ଗ୍ରାହକ ବ୍ୟାଙ୍କକୁ ଆକାଉଣ୍ଟକୁ ଡେବିଟ୍ କରିବା ପାଇଁ ପଠାଯିବ |</p>""]"
"ଇ-ସାଇନ୍ ମାଣ୍ଡେଟ୍ ଉପରେ କ୍ୟାପ୍ କ’ଣ?","[""<p>ଇ-ସାଇନ୍ ମାଣ୍ଡେଟ୍ ରାଶି ଉପରେ କ୍ୟାପ୍ ହେଉଛି ୧ ଲକ୍ଷ |</p>""]"
"ଯଦି ମୁଁ DBT ଲିଙ୍କ୍ ପାଇଁ ଭୁଲ ବିବରଣୀ ପ୍ରଦାନ କରେ ତେବେ କ’ଣ ହେବ?","[""<p>ଯଦି ଆପଣଙ୍କ ଦ୍ୱାରା ଦିଆୟାଇଥିବା ବିବରଣୀ ସଠିକ୍ ନୁହେଁ ଅର୍ଥାତ ସେମାନେ ଏନପିସିଆଇ ରେକର୍ଡ ସହ ମେଳ ଖାଉ ନାହାନ୍ତି ତେବେ ଆପଣଙ୍କ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ ଡିବିଟି ପାଇଁ ଲିଙ୍କ୍ ହେବ ନାହିଁ।</p>""]"
"ମୁଁ ମୋ କାର୍ଡରେ ଅଫର / ଲାଭ ଦେଖିଛି (ଯଥା ବଣିକ ରିହାତି / ବିମାନବନ୍ଦର ଲାଉଞ୍ଜ ଆକସେସ୍ / କନସର୍ଜି ଇତ୍ୟାଦି) ମୁଁ ଏହି ଅଫରଗୁଡିକ କିପରି ଲାଭ କରିବି?","[""<p>କିଛି ଅଫର ଏବଂ ସୁବିଧା ବିଶେଷ ଭାବରେ ଆପଣ ଧାରଣ କରିଥିବା କାର୍ଡ ପ୍ରକାର ପାଇଁ ହୋଇପାରେ ଏବଂ ଏହିପରି ଅଫରଗୁଡିକ ସାଧାରଣତଃ your ଆପଣଙ୍କର ବ୍ୟାଙ୍କ / କାର୍ଡ ପ୍ରଦାନକାରୀ ଦ୍ୱାରା ପ୍ରଦାନ କରାଯାଇଥାଏ | ସମାନ ବିବରଣୀ ପାଇଁ ଦୟାକରି ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ସହିତ ଯୋଗାଯୋଗ କରିବାକୁ ଆମେ ଆପଣଙ୍କୁ ଅନୁରୋଧ କରୁଛୁ। & nbsp; <br> & nbsp;</p>""]"
"ଇ-ସାଇନ୍ ପାଇଁ ବାୟୋମେଟ୍ରିକ୍ ପରି ମୋର ବ୍ୟକ୍ତିଗତ ପରିଚୟ ସୂଚନା ପ୍ରଦାନ କରିବା ସୁରକ୍ଷିତ କି?","[""<p>ହଁ, ଇ-ସାଇନ୍ ପାଇଁ ବାୟୋମେଟ୍ରିକ୍ ସେବା ବ୍ୟବହାର କରିବା ନିରାପଦ ଅଟେ | ଏହି ସେବାଗୁଡିକ ଯୋଗାଇବା ପାଇଁ ASP ଏବଂ ଇ-ସାଇନ୍ ସେବା ପ୍ରଦାନକାରୀମାନେ UIDAI ଦ୍ୱାରା କ୍ଷମତାପ୍ରାପ୍ତ |</p>""]"
"ଏକ ସହ-ବ୍ରାଣ୍ଡେଡ୍ କାର୍ଡ କ୍ଷେତ୍ରରେ, ସମସ୍ତ ଗ୍ରାହକ ସେବା ଦିଗଗୁଡିକର ସମାଧାନ ପାଇଁ କିଏ ଦାୟୀ ରହିବ?","[""<p>ସହ-ବ୍ରାଣ୍ଡେଡ୍ PPI ସହିତ ଜଡିତ ସମସ୍ତ ଗ୍ରାହକ ସେବା ଦିଗଗୁଡିକର ସମାଧାନ ପାଇଁ PPI ପ୍ରଦାନକାରୀ ଦାୟୀ ରହିବେ | ଅଧିକ ଜାଣିବା ପାଇଁ ଦୟାକରି ଆପଣଙ୍କର PPI ପ୍ରଦାନକାରୀଙ୍କ ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ | & nbsp;</p>""]"
"ଜିଏସ୍ଟି ପାଇଁ କିପରି ପଞ୍ଜିକରଣ କରିବେ?","[""<p>ପ୍ରତ୍ୟେକ ବ୍ୟକ୍ତି କିମ୍ବା ବ୍ୟବସାୟକୁ ଜିଏସ୍ଟି ପାଇଁ ପଞ୍ଜିକରଣ କରିବାକୁ ପଡିବ | ଆପଣଙ୍କୁ ଦ୍ରବ୍ୟ ଏବଂ ସେବା ନେଟୱାର୍କ (ଜିଏସ୍ଟିଏନ୍) ସହିତ ଆବେଦନ କରିବାକୁ ପଡିବ | ଥରେ ଆପଣ ପଞ୍ଜୀକୃତ ହୋଇଗଲେ, ଆପଣ ଏକ ଦ୍ରବ୍ୟ ଏବଂ ସେବା କର ପରିଚୟ ନମ୍ବର ପାଇବେ | ଏହା ହେଉଛି ଏକ 15 ଅଙ୍କ ବିଶିଷ୍ଟ ସଂଖ୍ୟା ଯାହା ଆପଣ ପଞ୍ଜୀକରଣ ସମାପ୍ତ କରିବା ପରେ ରାଜ୍ୟ ଅନୁଯାୟୀ ପ୍ରଦାନ କରାଯାଇଥାଏ |</p>""]"
"ମୁଁ ମୋର ବିବରଣୀ ଥରେ ଦାଖଲ କଲି, କିନ୍ତୁ ସେଗୁଡ଼ିକ ଠିକ୍ ନୁହେଁ କି? ମୁଁ ପୁନର୍ବାର ମୋର ବିବରଣୀ ଦାଖଲ କରିପାରିବି କି?","[""<p>ଯଦି ଆପଣ ସଠିକ୍ ବିବରଣୀ ସହିତ ପୁଣି ଥରେ ଅନୁରୋଧ ଦାଖଲ କରିବାକୁ ଚାହୁଁଛନ୍ତି, ତେବେ ଆପଣ 'ମ୍ୟାନେଜ୍ ଆକାଉଣ୍ଟ୍' ବିଭାଗ ଅଧୀନରେ ବ୍ୟାଙ୍କ୍ ଆପ୍ ଜରିଆରେ କରିପାରିବେ।</p>""]"
"ଭାରତରେ ଜିଏସ୍ଟି ପାଇଁ କିଏ ଦାୟୀ?","[""<p>ଦ୍ରବ୍ୟ କିମ୍ବା ସେବା ଯୋଗାଣକାରୀ ଜିଏସ୍ଟି ଦେବାକୁ ଦାୟୀ ଅଟନ୍ତି | ଏହା, କିନ୍ତୁ, ଶେଷ ଗ୍ରାହକଙ୍କୁ ଚାର୍ଜ କରାଯାଏ କିନ୍ତୁ ଯୋଗାଣକାରୀଙ୍କ ଦ୍ୱାରା ସରକାରଙ୍କୁ ଦିଆଯାଏ | ତଥାପି, ଏପରି କିଛି ମାମଲା ଅଛି ଯେଉଁଠାରେ ରିଭର୍ସ ଚାର୍ଜ ମେକାନିଜିମ୍ ଅନୁଯାୟୀ ଗ୍ରହୀତାଙ୍କ ଦ୍ଵାରା ଟିକସ ଦେବାକୁ ପଡିବ |</p>""]"
"ଜିଏସ୍ଟିରେ କେଉଁ ଟ୍ୟାକ୍ସ ସବସିଡ୍ ହୋଇଛି?","[""<p>ଏକ୍ସାଇଜ୍ ଡ୍ୟୁଟି, ସର୍ଭିସ ଟ୍ୟାକ୍ସ, କାଉଣ୍ଟରଭେଲିଂ ଡ୍ୟୁଟି, କଷ୍ଟମର ବିଶେଷ ଅତିରିକ୍ତ ଡ୍ୟୁଟି, ବିଳାସପୂର୍ଣ୍ଣ ଟ୍ୟାକ୍ସ, ଅଷ୍ଟ୍ରୋଇ ଟ୍ୟାକ୍ସ, ପ୍ରବେଶ ଏବଂ ମନୋରଞ୍ଜନ କର, ଭାଟ୍, ଲଟେରୀ ଉପରେ ଟିକସ, ରାଜ୍ୟ ତଥା କେନ୍ଦ୍ରୀୟ ସ୍ତରରେ ଜୁଆ ଖେଳକୁ ଜିଏସ୍ଟିରେ ମିଶ୍ରଣ କରାଯାଇଛି।</p>""]"
"ଆଦେଶ ବାତିଲ କରିବାର ପ୍ରକ୍ରିୟା କ’ଣ?","[""<p>ବାତିଲ୍ ପାଇଁ, ଆପଣ କର୍ପୋରେଟ୍ କିମ୍ବା ଆପଣଙ୍କ ବ୍ୟାଙ୍କ ନିକଟକୁ ଯାଇପାରନ୍ତି | ଆରବିଆଇ ଗାଇଡଲାଇନ ଅନୁଯାୟୀ, ବ୍ୟାଙ୍କ ଗ୍ରାହକଙ୍କୁ ବାତିଲ କିମ୍ବା ଆଦେଶ ପ୍ରଦାନ ବନ୍ଦ କରିବାକୁ ଅନୁରୋଧ ଗ୍ରହଣ କରିବା ଉଚିତ।</p>""]"
